Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
042313KB08,04/23/2013,ORCHARD BEACH,Center,4.0,MPN/100 ml
080707BH09,08/07/2007,MANHEM BEACH CLUB,Right,16.0,MPN/100 ml
073112GR20,07/31/2012,LOCUST POINT YACHT CLUB,Center,,Result below detection limit
062005MG29,06/20/2005,ORCHARD BEACH,Center,,Result below detection limit
060605EL11,06/06/2005,GERRITSEN/KIDDIE BEACH,Center,12.0,MPN/100 ml
071415GR20,07/14/2015,LOCUST POINT YACHT CLUB,Center,24.0,MPN/100 ml
053006IM17,05/30/2006,DANISH AMERICAN BEACH CLUB,Center,100.0,MPN/100 ml
062705SI02,06/27/2005,WOLFE'S POND PARK,Center,4.0,MPN/100 ml
072908BH04,07/29/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12.0,MPN/100 ml
090311GR01,09/03/2011,SOUTH BEACH,Left,80.0,MPN/100 ml
071309KB14,07/13/2009,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4.0,MPN/100 ml
071105LH05,07/11/2005,DANISH AMERICAN BEACH CLUB,Center,8.0,MPN/100 ml
053006IM23,05/30/2006,SCHUYLER HILL CIVIC ASSOCIATION,Center,16.0,MPN/100 ml
051815CP17,05/18/2015,SOUTH BEACH,Right,4.0,MPN/100 ml
082911GR12,08/29/2011,BREEZY POINT - 219TH STREET,Left,120.0,MPN/100 ml
071805SI03,07/18/2005,WOLFE'S POND PARK,Right,48.0,MPN/100 ml
052112KB03,05/21/2012,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,56.0,MPN/100 ml
060313KB08,06/03/2013,CEDAR GROVE,Center,4.0,MPN/100 ml
051313GR19,05/13/2013,SEAGATE BEACH - 38TH STREET,Right,4.0,MPN/100 ml
071405MR14,07/12/2005,SEAGATE BEACH - 42ND STREET,Center,4.0,MPN/100 ml
061306GR08,06/13/2006,KINGSBOROUGH COMMUNITY COLLEGE,Center,24.0,MPN/100 ml
072111GR02,07/21/2011,SEAGATE BEACH - 42ND STREET,Center,20.0,MPN/100 ml
082515SM03,08/25/2015,WHITE CROSS FISHING CLUB,Right,16.0,MPN/100 ml
072406JR06,07/24/2006,ORCHARD BEACH,Right,4.0,MPN/100 ml
090412KB06,09/04/2012,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,20.0,MPN/100 ml
061809GR06,06/18/2009,SEAGATE BEACH - 38TH STREET,Right,4.0,MPN/100 ml
062111KB15,06/21/2011,MORRIS YACHT AND BEACH CLUB,Right,12.0,MPN/100 ml
072015CP10,07/20/2015,CEDAR GROVE,Center,,Result below detection limit
081109GR01,08/11/2009,BREEZY POINT - REID AVE.,,4.0,MPN/100 ml
053111GR08,05/31/2011,KINGSBOROUGH COMMUNITY COLLEGE,Center,,Result below detection limit
062910KB03,06/29/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,36.0,MPN/100 ml
042616GR09,04/26/2016,AMERICAN TURNERS,Right,420.0,MPN/100 ml
051208GR12,05/12/2008,SEAGATE BEACH - 38TH STREET,Center,4.0,MPN/100 ml
073107BH05,07/31/2007,ORCHARD BEACH,Center,4.0,MPN/100 ml
071706LC04,07/17/2006,SI YMCA OF GREATER NEW YORK,Left,8.0,MPN/100 ml
080306ZK10,08/03/2006,MANHEM BEACH CLUB,Left,4.0,MPN/100 ml
060605EL15,06/06/2005,SEAGATE BEACH - 42ND STREET,Right,4.0,MPN/100 ml
051412KB02,05/14/2012,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,120.0,MPN/100 ml
061114CP14,06/11/2014,SOUTH BEACH,Center,92.0,MPN/100 ml
042715GR16,04/27/2015,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
090413KB12,09/04/2013,WEST FORDHAM STREET ASSOCIATION,Right,4.0,MPN/100 ml
090413KB06,09/04/2013,BEECHHURST PROPERTY OWNERS ASSOCIATION,Right,8.0,MPN/100 ml
042312GR05,04/23/2012,MANHATTAN BEACH,Center,24.0,MPN/100 ml
082614CP16,08/26/2014,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
090208GR08,09/02/2008,KINGSBOROUGH COMMUNITY COLLEGE,Center,12.0,MPN/100 ml
080514CP06,08/05/2014,WHITE CROSS FISHING CLUB,Right,,Result below detection limit
070708BH10,07/07/2008,SOUTH BEACH,Left,,Result below detection limit
081715SG05,08/17/2015,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
090815KB06,09/08/2015,WOLFE'S POND PARK,Right,,Result below detection limit
060914GR14,06/09/2014,SEAGATE BEACH - 38TH STREET,Left,4.0,MPN/100 ml
072715GR10,07/27/2015,CONEY ISLAND BR. 15TH - 6TH,Center,8.0,MPN/100 ml
061213KB04,06/12/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,160.0,MPN/100 ml
060910GR05,06/09/2010,ROCKAWAY BEACH 95TH - 116TH,Center,,Result below detection limit
061109KB12,06/11/2009,ORCHARD BEACH,Center,8.0,MPN/100 ml
082012GR04,08/20/2012,WHITE CROSS FISHING CLUB,Left,64.0,MPN/100 ml
050415CP14,05/04/2015,MIDLAND BEACH,Right,,Result below detection limit
071006JR04,07/10/2006,CONEY ISLAND BR. 15TH - 6TH,Center,28.0,MPN/100 ml
052212GR08,05/22/2012,KINGSBOROUGH COMMUNITY COLLEGE,Center,12.0,MPN/100 ml
090412GR06,09/04/2012,WHITE CROSS FISHING CLUB,Right,20.0,MPN/100 ml
081312GR03,08/13/2012,GERRITSEN/KIDDIE BEACH,Right,4.0,MPN/100 ml
091509GR03,09/15/2009,GERRITSEN/KIDDIE BEACH,Right,4.0,MPN/100 ml
082812KB02,08/28/2012,SI YMCA OF GREATER NEW YORK,Center,48.0,MPN/100 ml
042208BH11,04/22/2008,ORCHARD BEACH,Center,,Result below detection limit
050515CP05,05/05/2015,WHITE CROSS FISHING CLUB,Center,,Result below detection limit
071205MR16,07/12/2005,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
072715GR06,07/27/2015,MANHATTAN BEACH,Right,16.0,MPN/100 ml
051314KB03,05/13/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,24.0,MPN/100 ml
053106GR03,05/31/2006,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
050108GR03,05/01/2008,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,24.0,MPN/100 ml
080805SI01,08/08/2005,WOLFE'S POND PARK,Left,164.0,MPN/100 ml
083010GR05,08/30/2010,MANHATTAN BEACH,Center,64.0,MPN/100 ml
051215CP01,05/12/2015,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
080911KB11,08/09/2011,MIDLAND BEACH,Center,,Result below detection limit
072506LC02,07/25/2006,WOLFE'S POND PARK,Center,4.0,MPN/100 ml
050707GR04,05/07/2007,MANHATTAN BEACH,Left,8.0,MPN/100 ml
071315CB14,07/13/2015,MIDLAND BEACH,Right,,Result below detection limit
052715GR21,05/27/2015,LOCUST POINT YACHT CLUB,Right,4.0,MPN/100 ml
071012GR03,07/10/2012,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,20.0,MPN/100 ml
042015CP13,04/20/2015,MIDLAND BEACH,Center,12.0,MPN/100 ml
080310KB01,08/03/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,44.0,MPN/100 ml
050906IM23,05/09/2006,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
062909SG11,06/29/2009,WOLFE'S POND PARK,Right,,Result below detection limit
081406BH24,08/14/2006,MORRIS YACHT AND BEACH CLUB,Left,4.0,MPN/100 ml
070207BH07,07/02/2007,MORRIS YACHT AND BEACH CLUB,Left,16.0,MPN/100 ml
062810GR04,06/28/2010,MANHATTAN BEACH,Left,4.0,MPN/100 ml
070505LH09,07/05/2005,WHITE CROSS FISHING CLUB,Right,4.0,MPN/100 ml
051810KB08,05/18/2010,MIDLAND BEACH,Center,8.0,MPN/100 ml
042913KB01,04/29/2013,SOUTH BEACH,Left,,Result below detection limit
082610KB17,08/26/2010,LOCUST POINT YACHT CLUB,Center,,Result below detection limit
090407GR12,09/04/2007,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
070609GR11,07/06/2009,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
082012KB01,08/20/2012,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,28.0,MPN/100 ml
081407BH08,08/14/2007,MIDLAND BEACH,Center,,Result below detection limit
060506GR06,06/05/2006,MANHATTAN BEACH,Right,12.0,MPN/100 ml
090506BH12,09/05/2006,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4.0,MPN/100 ml
071111GR13,07/11/2011,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
082409KB10,08/24/2009,SOUTH BEACH,Left,12.0,MPN/100 ml
042709KB06,04/27/2009,MIDLAND BEACH,Right,,Result below detection limit
073106JR03,07/31/2006,MANHATTAN BEACH,Right,4.0,MPN/100 ml
052815CP02,05/28/2015,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
050508BH03,05/05/2008,SI YMCA OF GREATER NEW YORK,Right,12.0,MPN/100 ml
082305MR06,08/23/2005,SCHUYLER HILL CIVIC ASSOCIATION,Right,8.0,MPN/100 ml
062005MG28,06/20/2005,ORCHARD BEACH,Left,4.0,MPN/100 ml
081007GR10,08/27/2007,CONEY ISLAND WEST 8TH - PIER,Center,12.0,MPN/100 ml
072412KB07,07/24/2012,CEDAR GROVE,Left,,Result below detection limit
081709GR10,08/17/2009,CONEY ISLAND BR. 15TH - 6TH,Center,4.0,MPN/100 ml
072909KB07,07/29/2009,AMERICAN TURNERS,Left,,Result below detection limit
060805BH08,06/08/2005,ORCHARD BEACH,Center,80.0,MPN/100 ml
050515AW12,05/05/2015,WEST FORDHAM STREET ASSOCIATION,Right,,Result below detection limit
080509GR01,08/05/2009,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
082007BH15,08/20/2007,AMERICAN TURNERS,Right,24.0,MPN/100 ml
080409GR17,08/04/2009,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
050106EL04,05/01/2006,MANHATTAN BEACH,Left,12.0,MPN/100 ml
050509KB02,05/05/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,76.0,MPN/100 ml
042213GR13,04/22/2013,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
081815SM19,08/18/2015,LOCUST POINT YACHT CLUB,Left,,Result below detection limit
083109GR06,08/31/2009,WHITE CROSS FISHING CLUB,Right,4.0,MPN/100 ml
072109KB02,07/21/2009,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
050911GR01,05/09/2011,GERRITSEN/KIDDIE BEACH,Left,4.0,MPN/100 ml
042511GR08,04/25/2011,KINGSBOROUGH COMMUNITY COLLEGE,Center,36.0,MPN/100 ml
072814GR17,07/28/2014,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
071514GR08,07/15/2014,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,60.0,MPN/100 ml
050410GR20,05/04/2010,LOCUST POINT YACHT CLUB,Center,16.0,MPN/100 ml
081809KB08,08/18/2009,MORRIS YACHT AND BEACH CLUB,Center,1060.0,MPN/100 ml
071712KB06,07/17/2012,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,,Result below detection limit
060407GR13,06/04/2007,SEAGATE BEACH - 42ND STREET,Right,210.0,MPN/100 ml
061109KB06,06/11/2009,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,360.0,MPN/100 ml
050216GR04,05/02/2016,MANHATTAN BEACH,Left,32.0,MPN/100 ml
062408GR04,06/24/2008,WHITE CROSS FISHING CLUB,Left,4.0,MPN/100 ml
072505SI01,07/25/2005,WOLFE'S POND PARK,Left,84.0,MPN/100 ml
090412GR17,09/04/2012,LOCUST POINT YACHT CLUB,Center,,Result below detection limit
060710GR16,06/07/2010,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
052907BH13,05/29/2007,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
051809KB03,05/18/2009,SI YMCA OF GREATER NEW YORK,Right,4.0,MPN/100 ml
060115GR21,06/01/2015,SEAGATE BEACH - 38TH STREET,Right,32.0,MPN/100 ml
051914GR13,05/19/2014,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
063008GR07,06/30/2008,KINGSBOROUGH COMMUNITY COLLEGE,Left,12.0,MPN/100 ml
051915GR05,05/19/2015,WHITE CROSS FISHING CLUB,Center,84.0,MPN/100 ml
071210GR13,07/12/2010,CONEY ISLAND WEST 8TH - PIER,Center,12.0,MPN/100 ml
060606IM15,06/06/2006,AMERICAN TURNERS,Right,52.0,MPN/100 ml
061213KB10,06/12/2013,ORCHARD BEACH,Left,,Result below detection limit
051815CP12,05/18/2015,MIDLAND BEACH,Left,48.0,MPN/100 ml
061609KB13,06/16/2009,CONEY ISLAND WEST 16TH - WEST 27TH,Center,4.0,MPN/100 ml
090710KB10,09/07/2010,SOUTH BEACH,Left,4.0,MPN/100 ml
082812KB08,08/28/2012,CEDAR GROVE,Center,4.0,MPN/100 ml
070605MR14,07/06/2005,SEAGATE BEACH - 42ND STREET,Center,40.0,MPN/100 ml
061907GR04,06/19/2007,ROCKAWAY BEACH 116TH - 126TH,Center,4.0,MPN/100 ml
082813GR01,08/28/2013,CEDAR GROVE,Left,12.0,MPN/100 ml
042307AA02,04/23/2007,WOLFE'S POND PARK,Center,,Result below detection limit
070710KB11,07/07/2010,WEST FORDHAM STREET ASSOCIATION,Center,8.0,MPN/100 ml
060908BH09,06/09/2008,MIDLAND BEACH,Right,,Result below detection limit
081313GR13,08/13/2013,MANHEM BEACH CLUB,Left,20.0,MPN/100 ml
090611KB07,09/06/2011,WEST FORDHAM STREET ASSOCIATION,Left,,Result below detection limit
080806LC03,08/08/2006,WOLFE'S POND PARK,Right,48.0,MPN/100 ml
081908GR03,08/19/2008,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
042914KB07,04/29/2014,ORCHARD BEACH,Left,20.0,MPN/100 ml
082211KB02,08/22/2011,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
071613GR02,07/16/2013,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,,Result below detection limit
060605EL06,06/06/2005,MANHATTAN BEACH,Right,,Result below detection limit
072913KB05,07/29/2013,WOLFE'S POND PARK,Center,,Result below detection limit
070912KB08,07/09/2012,CEDAR GROVE,Center,56.0,MPN/100 ml
072610GR19,07/26/2010,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
050509GR06,05/05/2009,ROCKAWAY BEACH 80TH - 95TH,Center,8.0,MPN/100 ml
072411GR02,07/24/2011,SEAGATE BEACH - 42ND STREET,Center,140.0,MPN/100 ml
080607GR06,08/06/2007,KINGSBOROUGH COMMUNITY COLLEGE,Right,8.0,MPN/100 ml
080905MR02,08/09/2005,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,96.0,MPN/100 ml
071905MR02,07/19/2005,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,56.0,MPN/100 ml
082712GR10,08/27/2012,AMERICAN TURNERS,Left,,Result below detection limit
072610KB05,07/26/2010,WOLFE'S POND PARK,Center,52.0,MPN/100 ml
050409GR10,05/04/2009,CONEY ISLAND BR. 15TH - 6TH,Center,12.0,MPN/100 ml
091007GR01,09/10/2007,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4.0,MPN/100 ml
090815KB08,09/08/2015,CEDAR GROVE,Center,,Result below detection limit
070814CP14,07/08/2014,MANHEM BEACH CLUB,Center,24.0,MPN/100 ml
082515CP15,08/25/2015,WEST FORDHAM STREET ASSOCIATION,Right,,Result below detection limit
082009KB03,08/20/2009,ORCHARD BEACH,Right,140.0,MPN/100 ml
082013CP14,08/20/2013,MORRIS YACHT AND BEACH CLUB,Center,20.0,MPN/100 ml
051809KB07,05/18/2009,MIDLAND BEACH,Left,4.0,MPN/100 ml
080508BH04,08/05/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12.0,MPN/100 ml
072814GR08,07/28/2014,KINGSBOROUGH COMMUNITY COLLEGE,Center,,Result below detection limit
042913GR19,04/29/2013,SEAGATE BEACH - 42ND STREET,Right,4.0,MPN/100 ml
073007BH06,07/30/2007,WOLFE'S POND PARK,Right,28.0,MPN/100 ml
060208BH07,06/02/2008,MIDLAND BEACH,Left,4.0,MPN/100 ml
071708IM18,07/17/2008,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
051809KB12,05/18/2009,SOUTH BEACH,Right,,Result below detection limit
072214CP03,07/22/2014,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
082009KB01,08/20/2009,ORCHARD BEACH,Left,200.0,MPN/100 ml
072412KB14,07/24/2012,SOUTH BEACH,Center,,Result below detection limit
071006ZK04,07/10/2006,ORCHARD BEACH,Left,20.0,MPN/100 ml
081913CP03,08/19/2013,SI YMCA OF GREATER NEW YORK,Left,15000.0,MPN/100 ml
072914CP05,07/29/2014,WHITE CROSS FISHING CLUB,Center,,Result below detection limit
051512KB16,05/15/2012,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
070212KB06,07/02/2012,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,16.0,MPN/100 ml
050508GR19,05/05/2008,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
071111GR10,07/11/2011,CONEY ISLAND BR. 15TH - 6TH,Center,4.0,MPN/100 ml
042511GR15,04/25/2011,SEAGATE BEACH - 38TH STREET,Center,380.0,MPN/100 ml
052410GR14,05/24/2010,SEAGATE BEACH - 38TH STREET,Left,4.0,MPN/100 ml
061212KB14,06/12/2012,SOUTH BEACH,Center,32.0,MPN/100 ml
071006NG03,07/10/2006,GERRITSEN/KIDDIE BEACH,Right,20.0,MPN/100 ml
062110GR15,06/21/2010,SEAGATE BEACH - 38TH STREET,Center,,Result below detection limit
080414CP12,08/04/2014,MIDLAND BEACH,Left,,Result below detection limit
052708GR18,05/27/2008,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
060606GR02,06/06/2006,GERRITSEN/KIDDIE BEACH,Center,16.0,MPN/100 ml
051313GR10,05/13/2013,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
072214CP21,07/22/2014,LOCUST POINT YACHT CLUB,Right,,Result below detection limit
061206IM25,06/12/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,48.0,MPN/100 ml
070913GR05,07/09/2013,MANHATTAN BEACH,Center,,Result below detection limit
061510GR11,06/15/2010,DANISH AMERICAN BEACH CLUB,Center,44.0,MPN/100 ml
052206GR04,05/22/2006,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
070212GR19,07/02/2012,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
050310GR18,05/03/2010,SEAGATE BEACH - 42ND STREET,Center,4.0,MPN/100 ml
090809GR04,09/08/2009,MANHATTAN BEACH,Left,20.0,MPN/100 ml
050911KB04,05/09/2011,WOLFE'S POND PARK,Left,,Result below detection limit
060412GR17,06/04/2012,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
042710KB03,04/27/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,1200.0,MPN/100 ml
082007BH19,08/20/2007,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
082306EL03,08/23/2006,GERRITSEN/KIDDIE BEACH,Right,4.0,MPN/100 ml
062211GR04,06/22/2011,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
081214CP10,08/12/2014,DANISH AMERICAN BEACH CLUB,Left,40.0,MPN/100 ml
052715GR19,05/27/2015,LOCUST POINT YACHT CLUB,Left,12.0,MPN/100 ml
063008BH03,06/30/2008,SI YMCA OF GREATER NEW YORK,Right,40.0,MPN/100 ml
080415GR06,08/04/2015,WHITE CROSS FISHING CLUB,Right,24.0,MPN/100 ml
062351GR04,06/25/2013,MANHATTAN BEACH,Left,4.0,MPN/100 ml
090606EL03,09/06/2006,GERRITSEN/KIDDIE BEACH,Right,120.0,MPN/100 ml
072213KB14,07/22/2013,SOUTH BEACH,Center,16.0,MPN/100 ml
090710KB14,09/07/2010,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
052814CP19,05/28/2014,LOCUST POINT YACHT CLUB,Left,36.0,MPN/100 ml
052715GR16,05/27/2015,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
061510KB14,06/15/2010,MORRIS YACHT AND BEACH CLUB,Center,20.0,MPN/100 ml
071712GR07,07/17/2012,AMERICAN TURNERS,Left,56.0,MPN/100 ml
082106NG11,08/21/2006,WOLFE'S POND PARK,Center,,Result below detection limit
072814GR07,07/28/2014,KINGSBOROUGH COMMUNITY COLLEGE,Left,,Result below detection limit
071012GR02,07/10/2012,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,8.0,MPN/100 ml
050707BH12,05/07/2007,SOUTH BEACH,Right,8.0,MPN/100 ml
062314AH02,06/23/2014,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
051214GR14,05/12/2014,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
042610GR12,04/26/2010,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4.0,MPN/100 ml
072511GR07,07/25/2011,KINGSBOROUGH COMMUNITY COLLEGE,Left,,Result below detection limit
050211SG10,05/02/2011,CEDAR GROVE,Center,4.0,MPN/100 ml
060606BH02,06/06/2006,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
050216CP04,05/02/2016,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
080515CP02,08/05/2015,CEDAR GROVE,Center,,Result below detection limit
081215SG13,08/12/2015,MORRIS YACHT AND BEACH CLUB,Left,4.0,MPN/100 ml
050807IM14,05/08/2007,AMERICAN TURNERS,Center,,Result below detection limit
072710GR14,07/27/2010,MANHEM BEACH CLUB,Center,4.0,MPN/100 ml
063014CP10,06/30/2014,CEDAR GROVE,Center,,Result below detection limit
070212AA03,07/02/2012,SI YMCA OF GREATER NEW YORK,Right,8.0,MPN/100 ml
060711GR06,06/07/2011,WHITE CROSS FISHING CLUB,Right,8.0,MPN/100 ml
070512GR10,07/05/2012,ROCKAWAY BEACH 80TH - 95TH,Center,4.0,MPN/100 ml
060905BH02,06/09/2005,MANHATTAN BEACH,Center,28.0,MPN/100 ml
082012KB03,08/20/2012,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,48.0,MPN/100 ml
082610SG11,08/26/2010,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,40.0,MPN/100 ml
081506SL03,08/15/2006,GERRITSEN/KIDDIE BEACH,Right,76.0,MPN/100 ml
070714CP09,07/07/2014,CEDAR GROVE,Left,4.0,MPN/100 ml
090913KB05,09/09/2013,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12.0,MPN/100 ml
061213KB13,06/12/2013,WEST FORDHAM STREET ASSOCIATION,Left,84.0,MPN/100 ml
072711KB12,07/27/2011,WEST FORDHAM STREET ASSOCIATION,Right,4.0,MPN/100 ml
082415SM13,08/24/2015,CONEY ISLAND WEST 8TH - PIER,Center,12.0,MPN/100 ml
062910GR04,06/29/2010,WHITE CROSS FISHING CLUB,Left,4.0,MPN/100 ml
091307GR01,09/13/2007,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,210.0,MPN/100 ml
090705BH09,09/07/2005,MANHEM BEACH CLUB,Left,8.0,MPN/100 ml
062215GR09,06/22/2015,KINGSBOROUGH COMMUNITY COLLEGE,Right,4.0,MPN/100 ml
072511KB03,07/25/2011,SI YMCA OF GREATER NEW YORK,Right,20.0,MPN/100 ml
083011IM21,08/30/2011,LOCUST POINT YACHT CLUB,Right,28.0,MPN/100 ml
050112GR20,05/01/2012,LOCUST POINT YACHT CLUB,Center,84.0,MPN/100 ml
051407EL02,05/14/2007,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
060605BH11,06/06/2005,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
072407BH09,07/24/2007,MIDLAND BEACH,Right,4.0,MPN/100 ml
050608GR09,05/06/2008,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
080205BH02,08/02/2005,SOUTH BEACH,Center,,Result below detection limit
051512GR04,05/15/2012,MANHATTAN BEACH,Left,,Result below detection limit
050216CP15,05/02/2016,SOUTH BEACH,Left,4.0,MPN/100 ml
062414GR02,06/24/2014,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,,Result below detection limit
070512GR02,07/05/2012,BREEZY POINT - REID AVE.,Center,28.0,MPN/100 ml
060711GR18,06/07/2011,SCHUYLER HILL CIVIC ASSOCIATION,Right,20.0,MPN/100 ml
080111GR08,08/01/2011,KINGSBOROUGH COMMUNITY COLLEGE,Center,16.0,MPN/100 ml
082106EL15,08/21/2006,KINGSBOROUGH COMMUNITY COLLEGE,Right,4.0,MPN/100 ml
062915GR01,06/29/2015,GERRITSEN/KIDDIE BEACH,Left,16.0,MPN/100 ml
090412GR07,09/04/2012,AMERICAN TURNERS,Left,16.0,MPN/100 ml
060810GR17,06/08/2010,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
042913KB04,04/29/2013,MIDLAND BEACH,Left,,Result below detection limit
050106EL06,05/01/2006,MANHATTAN BEACH,Right,12.0,MPN/100 ml
060407BH12,06/04/2007,SOUTH BEACH,Right,240.0,MPN/100 ml
070207BH14,07/02/2007,MANHEM BEACH CLUB,Center,4.0,MPN/100 ml
071613CP08,07/16/2013,ORCHARD BEACH,Center,4.0,MPN/100 ml
080310GR18,08/03/2010,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
051512GR06,05/15/2012,MANHATTAN BEACH,Right,4.0,MPN/100 ml
062507BH07,06/25/2007,MANHEM BEACH CLUB,Left,,Result below detection limit
060105TM22,06/01/2005,SCHUYLER HILL CIVIC ASSOCIATION,Left,20.0,MPN/100 ml
080706ZK01,08/07/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
070813CP02,07/08/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,220.0,MPN/100 ml
062706ZK23,06/27/2006,SCHUYLER HILL CIVIC ASSOCIATION,Center,4.0,MPN/100 ml
071210KB14,07/12/2010,CONEY ISLAND WEST 28TH - WEST 37TH,Center,12.0,MPN/100 ml
050206BH19,05/02/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8.0,MPN/100 ml
072506ZK12,07/25/2006,SEAGATE BEACH - 42ND STREET,Right,12.0,MPN/100 ml
081811GR04,08/18/2011,WHITE CROSS FISHING CLUB,Left,,Result below detection limit
061208KB02,06/12/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,660.0,MPN/100 ml
070212SG16,07/02/2012,SCHUYLER HILL CIVIC ASSOCIATION,Left,8.0,MPN/100 ml
080514CP11,08/05/2014,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
052708BH01,05/27/2008,SI YMCA OF GREATER NEW YORK,Left,200.0,MPN/100 ml
042108GR10,04/21/2008,CONEY ISLAND BR. 15TH - 6TH,Center,28.0,MPN/100 ml
052511KB04,05/25/2011,ROCKAWAY BEACH 80TH - 95TH,Center,,Result below detection limit
051914CP12,05/19/2014,MIDLAND BEACH,Right,,Result below detection limit
